web-scraper-order,web-scraper-start-url,base,base-href,superficie,nbr_pieces,nbr_salle_bain,adresse
"1739538349-1162","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-pikine-tally-boumague-2335040","","","","Dakar, Sénégal"
"1739538353-1163","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-sicap-liberte-4-2335169","80 m2","3","2","Sicap Liberté, Dakar, Sénégal"
"1739538356-1164","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-sicap-liberte-4-2335196","80 m2","3","3","Sicap Liberté, Dakar, Sénégal"
"1739538359-1165","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-sicap-liberte-6-2335262","","","","Sicap Liberté, Dakar, Sénégal"
"1739538362-1166","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-13-pieces-sicap-liberte-6-2335361","287","13","8","Sicap Liberté, Dakar, Sénégal"
"1739538365-1167","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-2335668","150 m2","5","3","Yoff, Dakar, Sénégal"
"1739538368-1168","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-maison-dakar-2335829","","","","Dakar, Sénégal"
"1739538371-1169","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-r1-7-pieces-liberte-6-extension-2336047","400 m2","8","5","Sicap Liberté, Dakar, Sénégal"
"1739538375-1170","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-200-m-yoff-2336195","","200","","Yoff, Dakar, Sénégal"
"1739538378-1171","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-180-m-yoff-2336257","","180","","Yoff, Dakar, Sénégal"
"1739538381-1172","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-dakar-2336315","","600","","Dakar, Sénégal"
"1739538385-1173","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-zac-mbao-2336496","150 m2","8","2","Sicap-Liberté, Dakar, Sénégal"
"1739538388-1174","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-dakar-2336508","617","5","6","Dakar, Sénégal"
"1739538391-1175","https://sn.coinafrique.com/categorie/villas?page=106","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-hlm-2337434","150","4","3","HLM, Dakar, Sénégal"
"1739538405-1176","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mbour-2337592","150 m2","6","4","Mbour, Sénégal"
"1739538408-1177","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-7-pieces-keur-massar-2338738","","150","","Keur Massar, Sénégal"
"1739538411-1178","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-saly-2338830","600","4","4","Saly, Sénégal"
"1739538415-1179","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-virage-2338876","220 m2","6","4","Ngor, Dakar, Sénégal"
"1739538419-1180","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-bambilor-2338897","","","","Rufisque, Sénégal"
"1739538422-1181","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-mermoz-sacre-coeur-2339005","","8","180","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739538425-1182","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-ngaparou-2339103","1800","6","4","Mbour, Sénégal"
"1739538427-1183","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-cite-damel-2339365","","8","180","Dakar, Sénégal"
"1739538430-1184","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-ranch-2-ha-somone-2339464","","","","Mbour, Sénégal"
"1739538433-1185","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-guedaiwaye-2339848","","220 m2","","Guédiawaye, Dakar, Sénégal"
"1739538436-1186","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-almadies-2-2340732","","","","Dakar, Sénégal"
"1739538439-1187","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-khayra-2340791","","","","Touba, Sénégal"
"1739538442-1188","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-maristes-2341117","","192 m2","","Patte d'oie, Dakar, Sénégal"
"1739538446-1189","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-saly-2341233","300 m2","7","4","Saly, Sénégal"
"1739538450-1190","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-tambacounda-2341519","396","9","4","Tambacounda, Sénégal"
"1739538453-1191","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-kounoune-2341642","","4","150 m2","Patte d'oie, Dakar, Sénégal"
"1739538456-1192","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-maison-4-pieces-cite-fadila-2341689","","","","Dakar, Sénégal"
"1739538460-1193","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-dakar-2341912","","","","Dakar, Sénégal"
"1739538463-1194","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mamelles-2342320","","5","5","Ouakam, Dakar, Sénégal"
"1739538467-1195","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-vila-4-pieces-saly-2342322","300 m2","3","4","Mbour, Sénégal"
"1739538471-1196","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-ngaparou-2342434","1000 m2","3","4","Mbour, Sénégal"
"1739538475-1197","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-ngaparou-2342447","600 m2","3","4","Mbour, Sénégal"
"1739538478-1198","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-ngaparou-2342485","1000 m2","6","6","Ngaparou, Sénégal"
"1739538481-1199","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-2342518","1000","6","5","Ngor, Dakar, Sénégal"
"1739538484-1200","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-mbour-2342711","","","","Mbour, Sénégal"
"1739538486-1201","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-saly-2342892","","","","Mbour, Sénégal"
"1739538490-1202","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-2342902","","350 m2","","Mbour, Sénégal"
"1739538493-1203","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-2343563","","200 m2","","Dakar, Sénégal"
"1739538496-1204","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-petit-mbao-2343745","160","8","6","Dakar, Sénégal"
"1739538500-1205","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-10-pieces-sicap-liberte-2343847","","10","255","Sicap Liberté, Dakar, Sénégal"
"1739538503-1206","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-2344436","550 m2","4","4","Diamniadio, Sénégal"
"1739538506-1207","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-rufisque-2344924","","150 m2","","Patte d'oie, Dakar, Sénégal"
"1739538511-1208","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-zac-mbao-2344952","","150 m2","","Patte d'oie, Dakar, Sénégal"
"1739538514-1209","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villas-040-pieces-mermoz-sacre-coeur-2344990","200","40","4","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739538517-1210","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-toubab-dialao-2345064","","300","","Toubab Dialao, Sénégal"
"1739538520-1211","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-mbour-2345180","","","","Mbour, Sénégal"
"1739538523-1212","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-dakar-2345266","321","5","3","Dakar, Sénégal"
"1739538526-1213","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-dakar-2345285","421","6","4","Dakar, Sénégal"
"1739538529-1214","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-dakar-2345349","400 m2","5","3","Point E, Dakar, Sénégal"
"1739538533-1215","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-maristes-2345378","","10","400","Dakar, Sénégal"
"1739538537-1216","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-r3-vdn-2345713","","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1739538540-1217","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-dakar-2346081","","","","Dakar, Sénégal"
"1739538543-1218","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-dakar-2346091","","","","Dakar, Sénégal"
"1739538546-1219","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-dakar-2346099","","","","Dakar, Sénégal"
"1739538550-1220","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-ndiakhirat-2346155","","","","Dakar, Sénégal"
"1739538552-1221","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-niacoulrap-2346373","","","","Dakar, Sénégal"
"1739538555-1222","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-diamina-sor-saint-louis-2346572","300 m2","7","1","Saint Louis, Sénégal"
"1739538558-1223","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-diaminar-sor-saint-louis-2346584","300 m2","7","1","Saint Louis, Sénégal"
"1739538561-1224","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-mbour-2347334","","","","Mbour, Sénégal"
"1739538565-1225","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-keur-massar-2347353","150","8","6","Keur Massar, Sénégal"
"1739538567-1226","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-2347485","200 m2","5","5","Ngor, Dakar, Sénégal"
"1739538571-1227","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-sicap-baobab-2347983","252","4","3","Sicap Liberté, Dakar, Sénégal"
"1739538575-1228","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-tivaoune-peul-2348067","","150 m2","","Keur Massar, Sénégal"
"1739538578-1229","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-mbour-2348086","","","","Mbour, Sénégal"
"1739538580-1230","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-mbour-2348092","","","","Mbour, Sénégal"
"1739538583-1231","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villas-mbour-2348098","","","","Mbour, Sénégal"
"1739538586-1232","https://sn.coinafrique.com/categorie/villas?page=105","favorite_border4années","https://sn.coinafrique.com/annonce/villas/vente-villa-mbour-2348101","","","","Mbour, Sénégal"
